Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded ,Trade Price / Wght. Avg. Price,Remarks
13-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"12,38,701",21.56,-
13-Jan-2022,HCL-INSYS,HCL Infosystems Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"12,63,535",29.62,-
13-Jan-2022,HCL-INSYS,HCL Infosystems Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"16,63,535",29.84,-
13-Jan-2022,VIKASECO,Vikas EcoTech Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"46,51,952",4.1,-
13-Jan-2022,VIKASECO,Vikas EcoTech Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"56,51,952",4.18,-
13-Sep-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"42,01,337",3.9,-
13-Sep-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"22,33,559",3.86,-
14-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"14,30,150",19.42,-
14-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"14,15,426",19.58,-
14-Jan-2022,PRAKASHSTL,Prakash Steelage Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"10,00,000",8.05,-
14-Jan-2022,PRAKASHSTL,Prakash Steelage Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"13,00,000",8.65,-
14-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"110,00,000",1.2,-
14-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"265,00,000",1.2,-
14-Oct-2022,TRF,TRF Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"2,98,881",174.5,-
14-Oct-2022,TRF,TRF Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"1,83,453",176.73,-
14-Sep-2022,AMEYA,Ameya Precision Eng Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,76000,53.3,-
14-Sep-2022,AMEYA,Ameya Precision Eng Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,64000,57.71,-
15-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"11,00,000",17.58,-
15-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"10,49,990",17.06,-
15-Dec-2022,GREENPOWER,Orient Green Power Co Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"41,89,565",10.35,-
15-Dec-2022,GREENPOWER,Orient Green Power Co Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"30,28,794",10.3,-
15-Jul-2022,SPTL,Sintex Plastics Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"52,84,828",3.26,-
15-Jul-2022,SPTL,Sintex Plastics Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"46,84,828",3.41,-
15-Sep-2022,AMEYA,Ameya Precision Eng Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,24000,61.8,-
15-Sep-2022,AMEYA,Ameya Precision Eng Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,76000,60.87,-
15-Sep-2022,SOUTHBANK,South Indian Bank Ltd.,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"94,59,718",10.22,-
15-Sep-2022,SOUTHBANK,South Indian Bank Ltd.,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"128,59,717",10.27,-
16-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"25,99,769",1.94,-
16-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"25,61,232",2.03,-
16-May-2022,VISESHINFO,Visesh Infotecnics Limite,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"189,01,455",0.85,-
16-May-2022,VISESHINFO,Visesh Infotecnics Limite,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"93,11,455",0.85,-
16-Sep-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"33,92,232",3.41,-
16-Sep-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"33,92,232",3.54,-
17-Aug-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"45,87,198",3.02,-
17-Aug-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"39,33,438",3.02,-
17-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"13,00,000",2.11,-
17-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"9,38,537",2.08,-
17-May-2022,BIRLATYRE,Birla Tyres Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"10,00,008",9.95,-
17-May-2022,BIRLATYRE,Birla Tyres Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"7,74,508",9.96,-
17-Oct-2022,TRF,TRF Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,65428,166.49,-
18-Jan-2022,DIGJAMLMTD,Digjam Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,16498,271.3,-
18-Jan-2022,DIGJAMLMTD,Digjam Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,16498,289.27,-
18-Jan-2022,GTL,GTL Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"13,71,817",21.51,-
18-Jan-2022,GTL,GTL Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"15,83,452",22.11,-
18-Jan-2022,MERCATOR,Mercator Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"15,33,156",3.43,-
18-Jan-2022,SPTL,Sintex Plastics Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"77,74,041",9.58,-
18-Jan-2022,SPTL,Sintex Plastics Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"73,74,041",9.69,-
18-Nov-2022,DIL,Debock Industries Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"4,12,000",14.53,-
18-Nov-2022,DIL,Debock Industries Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"4,12,000",13.89,-
18-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"196,21,832",0.3,-
18-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"186,21,832",0.3,-
19-Apr-2022,GTL,GTL Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"8,48,088",11.6,-
19-Apr-2022,GTL,GTL Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"1,48,088",11.58,-
19-Sep-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"3,78,350",3.3,-
19-Sep-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"13,12,827",3.26,-
20-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"51,90,516",14.13,-
20-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"56,90,516",14.07,-
20-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"53,00,000",0.9,-
20-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"50,00,000",0.9,-
21-Apr-2022,HARIOMPIPE,Hariom Pipe Industries L,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"3,00,000",208.05,-
21-Apr-2022,HARIOMPIPE,Hariom Pipe Industries L,TOPGAIN FINANCE PRIVATE LIMITED,SELL,4000,216,-
21-Jan-2022,MICEL,MIC Electronics Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"3,70,025",27.39,-
21-Sep-2022,TFCILTD,Tourism Finance Corp,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"2,67,723",73.38,-
21-Sep-2022,TFCILTD,Tourism Finance Corp,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"5,92,723",67.94,-
22-Apr-2022,HARIOMPIPE,Hariom Pipe Industries L,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"2,25,000",212.19,-
22-Jul-2022,ANSALHSG,Ansal Housing and Constru,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"7,05,871",7.89,-
22-Jul-2022,ANSALHSG,Ansal Housing and Constru,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"5,14,710",8.12,-
22-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"44,25,436",0.83,-
22-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"20,25,436",0.81,-
22-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"136,48,020",3.63,-
22-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"100,72,079",3.75,-
24-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"110,00,000",0.25,-
24-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"110,00,000",0.25,-
25-Jan-2022,DIGJAMLMTD,Digjam Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,18566,289,-
25-Jan-2022,DIGJAMLMTD,Digjam Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,9931,294.09,-
25-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"26,20,768",0.8,-
25-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"274,47,274",0.29,-
25-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"162,73,162",0.3,-
26-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"11,45,014",12.5,-
26-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"9,50,014",12.69,-
26-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"20,17,683",0.9,-
26-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"53,97,684",0.9,-
27-Apr-2022,FCONSUMER,Future Consumer Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"259,08,378",2.84,-
27-Apr-2022,FCONSUMER,Future Consumer Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"234,08,378",2.82,-
27-Jan-2022,DIGJAMLMTD,Digjam Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,24356,276.62,-
27-Jan-2022,DIGJAMLMTD,Digjam Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,18966,279.13,-
27-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"43,34,198",0.93,-
27-Jul-2022,VIKASPROP,Vikas Prop &amp; Granite Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"31,59,198",0.95,-
28-Apr-2022,FCONSUMER,Future Consumer Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"150,65,350",2.59,-
28-Apr-2022,FCONSUMER,Future Consumer Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"178,85,893",2.54,-
28-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"2,85,001",14.48,-
28-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"12,50,001",14.54,-
28-Dec-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"18,75,000",2.34,-
28-Dec-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"18,75,000",2.34,-
28-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"239,15,002",4.96,-
28-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"91,17,526",4.97,-
28-Jun-2022,KBCGLOBAL,KBC Global Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"35,01,919",3.64,-
28-Jun-2022,KBCGLOBAL,KBC Global Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"46,72,493",3.67,-
28-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"158,15,653",0.35,-
28-Nov-2022,KBCGLOBAL,KBC Global Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"40,00,000",2.81,-
28-Nov-2022,KBCGLOBAL,KBC Global Limited,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"15,00,000",2.85,-
29-Dec-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"55,00,000",2.2,-
29-Dec-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"46,92,962",2.2,-
30-Dec-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"25,00,000",2.1,-
30-Dec-2022,GODHA,Godha Cabcon Insulat Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"8,07,038",2.1,-
30-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"214,99,987",0.44,-
30-Nov-2022,EXCEL,Excel Realty N Infra Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"409,51,816",0.45,-
31-Mar-2022,GREENPOWER,Orient Green Power Co Ltd,TOPGAIN FINANCE PRIVATE LIMITED,BUY,"37,75,086",12.02,-
31-Mar-2022,GREENPOWER,Orient Green Power Co Ltd,TOPGAIN FINANCE PRIVATE LIMITED,SELL,"37,25,086",12.06,-
02-Feb-2022,ANMOL,Anmol India Limited,TOTAL COMMODITIES (I) PVT. LTD,BUY,6243,205,-
02-Feb-2022,ANMOL,Anmol India Limited,TOTAL COMMODITIES (I) PVT. LTD,SELL,83655,206.03,-
03-Feb-2022,ANMOL,Anmol India Limited,TOTAL COMMODITIES (I) PVT. LTD,SELL,65000,207.27,-
20-Apr-2022,SUPREMEENG,Supreme Engineering Ltd,TOTAL HOLDING ANDFINVESTPVTLTD,SELL,"18,14,652",3.5,-
28-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,TOTAL HOLDING ANDFINVESTPVTLTD,BUY,"18,14,652",2.3,-
01-Aug-2022,ANSALHSG,Ansal Housing and Constru,TOUCHLINE SECURITIES PRIVATE LIMITED,SELL,"3,00,000",6.72,-
22-Jul-2022,ANSALHSG,Ansal Housing and Constru,TOUCHLINE SECURITIES PRIVATE LIMITED,BUY,"3,00,000",7.97,-
27-Jan-2022,HPAL,HP Adhesives Limited,TOUCHLINE SECURITIES PRIVATE LIMITED,BUY,94871,391.22,-
27-Jan-2022,HPAL,HP Adhesives Limited,TOUCHLINE SECURITIES PRIVATE LIMITED,SELL,3071,390.55,-
03-Jan-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"34,67,967",129.38,-
03-Jan-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"34,83,719",129.48,-
05-Sep-2022,HBLPOWER,HBL Power Systems Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"13,65,036",95.57,-
05-Sep-2022,HBLPOWER,HBL Power Systems Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"17,96,985",95.45,-
06-Jan-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"30,04,315",135.44,-
06-Jan-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"30,77,771",135.54,-
07-Apr-2022,KMSUGAR,K.M.Sugar Mills Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"4,50,374",39.25,-
07-Apr-2022,KMSUGAR,K.M.Sugar Mills Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"7,00,544",39.43,-
08-Apr-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"31,81,027",131.01,-
08-Apr-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"27,89,296",131.66,-
11-May-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"26,55,845",119.93,-
11-May-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"23,79,852",120.01,-
13-Dec-2022,DHANBANK,Dhanlaxmi Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"32,03,674",23.24,-
13-Dec-2022,DHANBANK,Dhanlaxmi Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"28,76,356",23.2,-
13-Jun-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"85,32,964",92.39,-
13-Jun-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"80,11,531",92.61,-
14-Dec-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"21,38,259",147.48,-
14-Dec-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"23,68,941",148.01,-
14-Jun-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"28,62,416",99.16,-
14-Jun-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"27,11,414",99.47,-
15-Dec-2022,MTNL,Maha Tel Nigam Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"21,13,308",28.47,-
15-Dec-2022,MTNL,Maha Tel Nigam Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"22,82,820",28.49,-
15-Mar-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"31,08,018",160.73,-
15-Mar-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"30,66,196",161.38,-
16-Dec-2022,MTNL,Maha Tel Nigam Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"13,66,254",28.96,-
16-Dec-2022,MTNL,Maha Tel Nigam Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"15,61,413",29.01,-
19-Aug-2022,MTNL,Maha Tel Nigam Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"12,50,028",25.83,-
19-Aug-2022,MTNL,Maha Tel Nigam Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"15,20,243",25.87,-
21-Sep-2022,TFCILTD,Tourism Finance Corp,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"4,30,395",69.75,-
21-Sep-2022,TFCILTD,Tourism Finance Corp,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"4,84,461",69.52,-
22-Apr-2022,KMSUGAR,K.M.Sugar Mills Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"3,73,497",42.46,-
22-Apr-2022,KMSUGAR,K.M.Sugar Mills Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"5,34,239",42.54,-
22-Dec-2022,MOREPENLAB,Morepan Laboratories Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"23,10,272",36.49,-
22-Dec-2022,MOREPENLAB,Morepan Laboratories Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"25,96,207",36.48,-
23-Dec-2022,MOREPENLAB,Morepan Laboratories Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"28,33,856",40.9,-
23-Dec-2022,MOREPENLAB,Morepan Laboratories Ltd.,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"30,82,901",40.93,-
24-Aug-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"46,43,911",113.64,-
24-Aug-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"47,72,053",113.85,-
25-Nov-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"22,67,060",134.5,-
25-Nov-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"23,90,595",134.87,-
26-Aug-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"41,39,175",124.41,-
26-Aug-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"40,02,739",124.39,-
28-Oct-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,BUY,"31,05,678",136.27,-
28-Oct-2022,RBLBANK,RBL Bank Limited,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,SELL,"32,11,259",136.18,-
21-Sep-2022,DODLA,Dodla Dairy Limited,TPG DODLA DAIRY HOLDINGS PTE. LTD,SELL,"18,31,434",525,-
01-Sep-2022,DODLA,Dodla Dairy Limited,TPG DODLA DAIRY HOLDINGS PTE. LTD.,SELL,"10,40,000",509,-
18-Nov-2022,NYKAA,FSN E Commerce Ventures,TPG GROWTH IV SF PTE LTD,SELL,"542,15,250",184.55,-
07-Apr-2022,UMAEXPORTS,Uma Exports Limited,TRADEDEAL FINANCIAL SERVICES PRIVATE LIMITED,SELL,"2,84,121",79.8,-
20-Apr-2022,SIMPLEXINF,Simplex Infrastructures L,TRANS FINANCIAL RESOURCES LTD,BUY,"3,40,281",82.92,-
20-Apr-2022,SIMPLEXINF,Simplex Infrastructures L,TRANS FINANCIAL RESOURCES LTD,SELL,"1,50,000",84,-
03-Jan-2022,BCP,B.C. Power Controls Ltd,TRANSGLOBAL SECURITIES LTD,BUY,"9,34,756",6.76,-
03-Jan-2022,BCP,B.C. Power Controls Ltd,TRANSGLOBAL SECURITIES LTD,SELL,"6,34,586",6.7,-
04-Jan-2022,BCP,B.C. Power Controls Ltd,TRANSGLOBAL SECURITIES LTD,BUY,"1,87,562",6.78,-
04-Jan-2022,BCP,B.C. Power Controls Ltd,TRANSGLOBAL SECURITIES LTD,SELL,"3,72,562",6.86,-
05-May-2022,ZEELEARN,Zee Learn Limited,TRANSGLOBAL SECURITIES LTD,BUY,"12,28,541",6.82,-
05-May-2022,ZEELEARN,Zee Learn Limited,TRANSGLOBAL SECURITIES LTD,SELL,"17,27,674",6.89,-
08-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TRANSGLOBAL SECURITIES LTD,BUY,"62,79,110",4.19,-
08-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,TRANSGLOBAL SECURITIES LTD,SELL,"64,68,750",4.2,-
08-Sep-2022,VIVIDHA,Visagar Polytex Ltd,TRANSGLOBAL SECURITIES LTD,BUY,"16,93,797",1.46,-
08-Sep-2022,VIVIDHA,Visagar Polytex Ltd,TRANSGLOBAL SECURITIES LTD,SELL,"2,97,927",1.52,-
20-Jan-2022,JPINFRATEC,Jaypee Infratech Ltd,TRANSGLOBAL SECURITIES LTD,BUY,"71,12,139",3.9,-
20-Jan-2022,JPINFRATEC,Jaypee Infratech Ltd,TRANSGLOBAL SECURITIES LTD,SELL,"51,53,493",3.95,-
27-Sep-2022,ANNAPURNA,Annapurna Swadisht Ltd,TRISHAKTI POWER HOLDINGS PRIVATE LIMITED,BUY,"1,04,000",114,-
21-Sep-2022,TRITURBINE,Triveni Turbine Limited,TRIVENI ENGINEERING AND INDUSTRIES LIMITED,SELL,"706,27,980",227.75,-
07-Jun-2022,MOKSH,Moksh Ornaments Limited,TRIYAMB SECURITIES PRIVATE LIMITED,BUY,"4,37,773",14.93,-
07-Jun-2022,MOKSH,Moksh Ornaments Limited,TRIYAMB SECURITIES PRIVATE LIMITED,SELL,"1,13,134",14.55,-
20-Jun-2022,MOKSH,Moksh Ornaments Limited,TRIYAMB SECURITIES PRIVATE LIMITED,BUY,"7,69,317",18.6,-
20-Jun-2022,MOKSH,Moksh Ornaments Limited,TRIYAMB SECURITIES PRIVATE LIMITED,SELL,90,19,-
22-Aug-2022,GULFPETRO,GP Petroleums Limited,TRIYAMB SECURITIES PRIVATE LIMITED,SELL,"3,00,000",58.45,-
29-Nov-2022,WINPRO,WinPro Industries Limited,TRIYAMB SECURITIES PRIVATE LIMITED,SELL,"8,09,985",3.55,-
30-Sep-2022,SUULD,Suumaya Industries Ltd,TRIYAMB SECURITIES PRIVATE LIMITED,BUY,"5,00,255",45.94,-
30-Sep-2022,SUULD,Suumaya Industries Ltd,TRIYAMB SECURITIES PRIVATE LIMITED,SELL,255,45.5,-
